timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1540465779980,191,HTTP Request,200,,Spike Test 1-47,text,true,,3548,273,30,30,7,0,0
1540465780104,67,HTTP Request,200,,Spike Test 1-41,text,true,,3548,273,30,30,0,0,0
1540465780098,73,HTTP Request,200,,Spike Test 1-51,text,true,,3548,273,30,30,1,0,0
1540465780118,55,HTTP Request,200,,Spike Test 1-29,text,true,,3548,273,30,30,0,0,0
1540465780005,169,HTTP Request,200,,Spike Test 1-30,text,true,,3548,273,30,30,118,0,0
1540465780120,54,HTTP Request,200,,Spike Test 1-40,text,true,,3548,273,30,30,0,0,0
1540465780138,37,HTTP Request,200,,Spike Test 1-36,text,true,,3548,273,30,30,2,0,0
1540465780144,31,HTTP Request,200,,Spike Test 1-44,text,true,,3548,273,30,30,1,0,0
1540465780138,38,HTTP Request,200,,Spike Test 1-43,text,true,,3548,273,30,30,1,0,0
1540465780128,81,HTTP Request,200,,Spike Test 1-48,text,true,,3548,273,32,32,0,0,0
1540465780129,89,HTTP Request,200,,Spike Test 1-39,text,true,,3548,273,32,32,2,0,0
1540465780155,64,HTTP Request,200,,Spike Test 1-34,text,true,,3548,273,32,32,1,0,0
1540465780132,87,HTTP Request,200,,Spike Test 1-26,text,true,,3548,273,32,32,1,0,0
1540465780021,202,HTTP Request,200,,Spike Test 1-50,text,true,,3548,273,32,32,4,0,0
1540465780138,87,HTTP Request,200,,Spike Test 1-38,text,true,,3548,273,32,32,2,0,0
1540465780155,71,HTTP Request,200,,Spike Test 1-31,text,true,,3548,273,33,33,6,0,0
1540465780120,106,HTTP Request,200,,Spike Test 1-42,text,true,,3548,273,33,33,0,0,0
1540465780161,73,HTTP Request,200,,Spike Test 1-25,text,true,,3548,273,33,33,2,0,0
1540465780165,82,HTTP Request,200,,Spike Test 1-22,text,true,,3548,273,34,34,6,0,1
1540465780176,73,HTTP Request,200,,Spike Test 1-43,text,true,,3548,273,34,34,18,0,0
1540465780174,77,HTTP Request,200,,Spike Test 1-40,text,true,,3548,273,34,34,2,0,0
1540465780162,89,HTTP Request,200,,Spike Test 1-37,text,true,,3548,273,34,34,2,0,0
1540465780164,96,HTTP Request,200,,Spike Test 1-49,text,true,,3548,273,34,34,5,0,0
1540465780171,91,HTTP Request,200,,Spike Test 1-51,text,true,,3548,273,34,34,3,0,0
1540465780175,88,HTTP Request,200,,Spike Test 1-44,text,true,,3548,273,34,34,1,0,0
1540465780070,193,HTTP Request,200,,Spike Test 1-45,text,true,,3548,273,34,34,118,0,0
1540465780045,219,HTTP Request,200,,Spike Test 1-28,text,true,,3548,273,34,34,130,0,0
1540465780166,99,HTTP Request,200,,Spike Test 1-35,text,true,,3548,273,34,34,2,0,0
1540465780169,111,HTTP Request,200,,Spike Test 1-33,text,true,,3548,273,35,35,5,0,0
1540465780171,109,HTTP Request,200,,Spike Test 1-41,text,true,,3548,273,35,35,1,0,0
1540465780171,109,HTTP Request,200,,Spike Test 1-47,text,true,,3548,273,35,35,3,0,0
1540465780175,105,HTTP Request,200,,Spike Test 1-36,text,true,,3548,273,35,35,1,0,0
1540465780086,201,HTTP Request,200,,Spike Test 1-32,text,true,,3548,273,36,36,1,0,0
1540465780209,78,HTTP Request,200,,Spike Test 1-48,text,true,,3548,273,36,36,0,0,0
1540465780226,62,HTTP Request,200,,Spike Test 1-42,text,true,,3548,273,36,36,1,0,0
1540465780223,66,HTTP Request,200,,Spike Test 1-50,text,true,,3548,273,36,36,1,0,0
1540465780174,117,HTTP Request,200,,Spike Test 1-29,text,true,,3548,273,36,36,20,0,0
1540465780218,74,HTTP Request,200,,Spike Test 1-39,text,true,,3548,273,36,36,2,0,0
